"81145628;Movie;Norm of the North: King Sized Adventure;""Richard Finn, Tim Maltby"";""Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson"";""United States, India, South Korea, China"";""September 9, 2019"";2019;TV-PG;90 min;""Children & Family Movies, Comedies"";""Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first."""
"80117401;Movie;Jandino: Whatever it Takes;;Jandino Asporaat;United Kingdom;""September 9, 2016"";2016;TV-MA;94 min;Stand-Up Comedy;""Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of """"Sex on Fire"""" in his comedy show."""
